"FSC.H","SSC.H","FL1.H","FL2.H","FL3.H","FL4.H"
256,46,515.057006835938,46.2452049255371,499.861083984375,333.124725341797
271,109,150.817810058594,302.695892333984,166.620361328125,200.819854736328
84,37,29.8789978027344,85.4835586547852,210.725753784180,245.708999633789
231,78,78.2545166015625,74.2726058959961,0,412.271362304688
73,32,0,0,123.740119934082,270.516174316406
673,303,762.625854492188,396.587677001953,741.215576171875,341.393768310547
145,186,314.440887451172,200.395889282227,0,329.580841064453
219,134,155.086227416992,220.015075683594,120.064674377441,288.235565185547
294,67,73.9860916137695,44.8438339233398,12.2514972686768,300.048492431641
243,126,85.3685684204102,204.600006103516,68.608383178711,426.446868896484
204,455,241.877609252930,348.941101074219,55.1317367553711,327.218231201172
354,117,17.0737133026123,172.368499755859,205.825149536133,226.808319091797
217,97,290.253143310547,339.131500244141,382.246704101562,317.767883300781
190,80,202.038940429688,91.0890426635742,13.4766464233398,205.545028686523
256,117,581.929077148438,190.586303710938,619.925720214844,0
80,49,0,39.2383575439453,127.415565490723,129.942260742188
73,58,0,7.00684928894043,0,343.75634765625
229,43,17.0737133026123,86.8849334716797,73.5089797973633,295.323333740234
372,166,0,284.478088378906,150.693420410156,199.638565063477
201,275,196.347702026367,347.539733886719,215.626342773438,183.100463867188
80,28,0,0,124.965270996094,343.75634765625
94,18,147.972183227539,119.116439819336,158.044311523438,251.615478515625
112,60,120.938804626465,0,171.520965576172,285.872985839844
64,59,0,0,187.447906494141,196.094680786133
146,48,557.741333007812,271.865753173828,547.641906738281,287.054260253906
104,181,294.521545410156,89.6876678466797,47.7808380126953,322.493072509766
277,99,0,190.586303710938,88.2107772827148,0
174,222,327.246185302734,353.145202636719,242.579635620117,344.937652587891
78,11,112.401947021484,0,128.640716552734,302.411071777344
323,110,237.609176635742,297.090423583984,41.6550903320312,63.7898368835449
235,114,0,608.194519042969,654.229919433594,727.676696777344
307,60,169.314331054688,123.320549011230,46.5556869506836,230.352188110352
95,77,88.2141876220703,98.0958938598633,12.2514972686768,232.714782714844
138,67,0,0,106.588020324707,185.463043212891
82,27,0,0,117.614372253418,101.591224670410
77,24,0,61.6602745056152,96.7868270874023,111.041572570801
259,87,44.1070938110352,75.6739730834961,226.652694702148,148.842956542969
239,145,81.1001358032227,0,67.3832321166992,146.480361938477
157,177,258.951324462891,355.947937011719,252.380844116211,277.603912353516
73,89,150.817810058594,170.967117309570,18.3772449493408,3.54387998580933
67,93,113.824752807617,183.579452514648,110.263473510742,349.662811279297
168,63,156.509033203125,100.898628234863,47.7808380126953,68.5150146484375
319,67,75.4089050292969,833.815063476562,557.443115234375,791.466491699219
597,352,493.714874267578,403.594512939453,231.553298950195,244.527709960938
103,148,18.4965229034424,168.164382934570,0,0
71,81,166.468704223633,0,173.971252441406,309.498840332031
144,160,115.247566223145,0,128.640716552734,316.586608886719
111,56,0,0,19.6023960113525,146.480361938477
216,159,364.239227294922,54.6534233093262,88.2107772827148,253.978057861328
134,52,637.418640136719,82.6808242797852,541.516174316406,15.3568124771118
84,13,0,0,56.3568878173828,313.042724609375
281,122,25.6105709075928,0,47.7808380126953,385.101623535156
120,39,105.287902832031,0,105.362876892090,73.2401809692383
381,131,0,173.769866943359,0,363.838348388672
134,23,0,140.136993408203,145.792816162109,269.334869384766
228,124,163.623092651367,197.593154907227,236.453887939453,265.790985107422
426,131,93.9054260253906,200.395889282227,150.693420410156,327.218231201172
104,42,0,116.313697814941,0,370.926086425781
221,110,96.7510452270508,427.417816162109,589.296997070312,712.319885253906
324,77,0,0,46.5556869506836,313.042724609375
112,110,293.098754882812,299.893157958984,36.7544898986816,401.639709472656
204,57,115.247566223145,0,101.687423706055,385.101623535156
239,61,180.696807861328,189.184936523438,52.6814384460449,132.304855346680
254,191,325.823364257812,326.519165039062,251.155685424805,370.926086425781
218,123,202.038940429688,0,0,490.236724853516
171,276,408.346313476562,438.628753662109,120.064674377441,448.891448974609
109,59,52.6439514160156,0,149.46826171875,231.533493041992
314,69,678.680114746094,0,697.110168457031,296.504608154297
240,107,36.9930458068848,133.130142211914,111.488624572754,316.586608886719
270,66,72.5632858276367,7.00684928894043,0,224.445724487305
241,55,106.710708618164,252.24658203125,25.7281436920166,314.224029541016
505,264,0,319.512329101562,173.971252441406,217.357971191406
246,102,136.589706420898,0,19.6023960113525,145.299072265625
248,135,11.3824758529663,744.127380371094,673.832336425781,823.361450195312
270,60,0,0,36.7544898986816,83.871826171875
134,175,156.509033203125,107.905479431152,243.804794311523,360.294464111328
75,154,0,298.491790771484,83.3101806640625,404.002319335938
281,34,0,0,2.45029950141907,380.376434326172
255,111,204.884567260742,234.028762817383,158.044311523438,333.124725341797
601,289,344.319885253906,312.505493164062,128.640716552734,193.732101440430
110,33,0,198.994522094727,11.0263471603394,46.0704383850098
165,96,81.1001358032227,109.306846618652,143.342514038086,268.153564453125
313,179,180.696807861328,84.0821914672852,139.667068481445,237.439956665039
190,74,46.9527130126953,120.517807006836,202.149703979492,223.264434814453
94,106,0,71.4698638916016,28.1784439086914,36.6200904846191
169,122,0,0,11.0263471603394,316.586608886719
216,96,742.70654296875,96.6945190429688,737.540100097656,167.74365234375
95,43,0,0,142.117370605469,251.615478515625
208,168,136.589706420898,367.158905029297,260.956878662109,192.550811767578
149,88,56.9123764038086,189.184936523438,26.9532928466797,185.463043212891
65,12,0,0,135.991622924805,16.5381069183350
290,225,0,4.20410966873169,222.977249145508,82.6905288696289
426,183,156.509033203125,308.301361083984,181.322158813477,318.949188232422
178,45,28.4561882019043,60.258903503418,69.8335342407227,350.844116210938
332,237,324.400543212891,346.138366699219,36.7544898986816,63.7898368835449
324,95,41.261474609375,264.858917236328,135.991622924805,0
98,53,0,29.4287662506104,3.67544913291931,154.749420166016
138,233,416.883178710938,431.621917724609,297.711364746094,490.236724853516
110,15,34.1474266052246,7.00684928894043,34.3041915893555,112.222862243652
126,84,110.979141235352,0,145.792816162109,237.439956665039
439,99,0,47.6465759277344,221.752090454102,204.363739013672
102,154,122.361610412598,175.171234130859,127.415565490723,0
87,75,0,0,135.991622924805,320.130493164062
330,139,190.656463623047,54.6534233093262,0,446.528869628906
412,185,231.917938232422,358.750671386719,219.301803588867,493.780609130859
168,66,88.2141876220703,2.80273962020874,224.202392578125,158.293304443359
139,59,607.539611816406,0,665.256286621094,302.411071777344
103,31,5.69123792648315,0,209.500595092773,270.516174316406
101,30,616.076477050781,0,606.449096679688,48.4330253601074
320,82,655.915161132812,36.4356155395508,434.928131103516,246.890304565430
156,108,0,0,122.514968872070,68.5150146484375
909,419,391.272613525391,874.454772949219,692.209594726562,1023
66,10,58.3351860046387,0,167.845504760742,266.972290039062
304,76,145.126571655273,0,245.029937744141,609.54736328125
79,88,0,109.306846618652,56.3568878173828,316.586608886719
173,74,27.0333805084229,60.258903503418,13.4766464233398,244.527709960938
78,128,0,0,0,282.3291015625
284,143,2.84561896324158,568.956176757812,618.700622558594,702.869506835938
217,552,258.951324462891,448.438354492188,202.149703979492,376.832550048828
82,202,64.0264282226562,12.6123285293579,55.1317367553711,321.311767578125
80,32,36.9930458068848,183.579452514648,145.792816162109,270.516174316406
378,96,163.623092651367,198.994522094727,18.3772449493408,307.136260986328
88,36,83.9457550048828,0,0,268.153564453125
293,140,193.502090454102,207.402740478516,211.950897216797,374.469970703125
197,76,11.3824758529663,242.436981201172,50.2311363220215,380.376434326172
116,54,0,113.510955810547,105.362876892090,277.603912353516
146,49,0,238.232879638672,0,310.680145263672
662,277,411.191925048828,618.004089355469,356.5185546875,623.722839355469
83,207,0,262.05615234375,0,313.042724609375
98,120,101.019470214844,1.40136981010437,197.249099731445,285.872985839844
337,77,147.972183227539,67.265754699707,132.316162109375,290.59814453125
115,39,102.442283630371,313.906860351562,156.819168090820,133.486145019531
474,157,264.642547607422,695.079467773438,566.019165039062,913.139709472656
75,16,32.7246170043945,206.001373291016,30.6287422180176,340.212463378906
354,226,379.89013671875,455.445190429688,256.056274414062,432.353363037109
75,39,36.9930458068848,116.313697814941,151.918563842773,140.573898315430
290,54,71.1404724121094,253.64794921875,138.441909790039,0
183,91,125.207229614258,88.2863006591797,20.8275451660156,137.030029296875
128,71,145.126571655273,292.886291503906,18.3772449493408,343.75634765625
381,78,101.019470214844,346.138366699219,12.2514972686768,210.270202636719
233,46,173.582748413086,231.226028442383,90.6610794067383,365.019622802734
245,160,707.136291503906,85.4835586547852,741.215576171875,235.077362060547
102,109,291.675933837891,355.947937011719,220.526947021484,184.281753540039
696,251,698.599426269531,343.335601806641,537.840698242188,296.504608154297
1023,974,802.464538574219,873.053405761719,835.552124023438,859.981506347656
88,21,103.865089416504,135.932876586914,49.005989074707,170.106231689453
159,151,220.535461425781,365.757537841797,278.108978271484,0
61,30,0,0,99.2371292114258,146.480361938477
237,113,152.240615844727,141.538360595703,172.746109008789,343.75634765625
256,100,22.7649517059326,0,80.859878540039,63.7898368835449
206,137,113.824752807617,689.473999023438,693.434753417969,746.577392578125
326,59,660.18359375,218.613693237305,709.361694335938,359.113159179688
85,15,0,60.258903503418,0,118.129333496094
92,65,0,591.378051757812,616.250305175781,676.881042480469
374,185,436.802490234375,573.160278320312,487.609588623047,571.745971679688
95,41,45.5299034118652,50.4493141174316,89.4359283447266,263.428405761719
174,86,0,632.017822265625,563.56884765625,717.045043945312
389,76,22.7649517059326,0,0,204.363739013672
94,84,8.53685665130615,0,1.22514975070953,209.088912963867
163,113,132.321273803711,79.8780822753906,106.588020324707,0
68,42,0,58.8575325012207,0,94.5034637451172
257,71,54.0667610168457,46.2452049255371,164.170059204102,151.205535888672
275,165,0,0,138.441909790039,225.627014160156
216,48,0,0,68.608383178711,144.117782592773
383,124,254.682891845703,0,23.2778434753418,222.083145141602
293,92,123.784423828125,0,128.640716552734,54.3394927978516
537,179,206.307373046875,35.0342483520508,147.017959594727,240.983840942383
141,81,25.6105709075928,89.6876678466797,79.6347274780273,276.422637939453
489,153,223.381088256836,702.086303710938,543.966491699219,820.998840332031
339,126,216.267044067383,49.0479469299316,126.190422058105,106.316398620605
342,182,176.428375244141,204.600006103516,183.7724609375,383.920318603516
134,86,116.670372009277,0,133.541320800781,298.867218017578
221,107,159.354660034180,0,115.164070129395,339.031188964844
80,23,0,12.6123285293579,19.6023960113525,205.545028686523
173,102,0,678.263000488281,653.004760742188,647.348754882812
1005,438,682.948547363281,410.601379394531,660.355712890625,235.077362060547
101,66,18.4965229034424,0,161.719757080078,360.294464111328
124,55,93.9054260253906,0,154.368865966797,204.363739013672
477,204,81.1001358032227,196.191787719727,121.289817810059,314.224029541016
342,123,93.9054260253906,660.045227050781,546.416748046875,831.630493164062
155,203,257.528503417969,54.6534233093262,142.117370605469,311.861419677734
195,89,660.18359375,0,677.5078125,272.878753662109
62,63,0,162.558898925781,0,252.796768188477
123,51,85.3685684204102,196.191787719727,71.0586853027344,308.317565917969
77,26,0,36.4356155395508,166.620361328125,288.235565185547
176,93,678.680114746094,133.130142211914,720.388000488281,264.609710693359
247,166,19.9193325042725,196.191787719727,182.547302246094,369.744812011719
401,165,206.307373046875,117.715065002441,128.640716552734,285.872985839844
386,91,126.630043029785,127.524658203125,178.871856689453,158.293304443359
395,128,340.051452636719,835.216430664062,646.879028320312,800.916870117188
242,229,288.830322265625,431.621917724609,297.711364746094,333.124725341797
169,41,12.8052854537964,215.810958862305,340.591613769531,381.557739257812
327,182,630.304565429688,269.063018798828,590.522155761719,296.504608154297
113,35,0,187.783554077148,11.0263471603394,253.978057861328
325,117,122.361610412598,169.565750122070,131.091018676758,349.662811279297
219,67,591.888732910156,249.443832397461,730.189208984375,300.048492431641
315,83,86.791374206543,260.65478515625,153.143707275391,313.042724609375
474,143,200.616134643555,172.368499755859,234.003585815430,161.837188720703
424,157,51.2211418151855,173.769866943359,112.713775634766,207.907623291016
94,32,129.475662231445,47.6465759277344,98.011978149414,213.814086914062
324,100,130.898468017578,316.709594726562,230.328140258789,232.714782714844
117,250,186.388046264648,332.124664306641,80.859878540039,373.288696289062
112,78,86.791374206543,189.184936523438,166.620361328125,300.048492431641
416,79,99.596664428711,194.790405273438,53.9065856933594,406.364898681641
315,77,192.079269409180,109.306846618652,366.319763183594,206.726333618164
437,215,325.823364257812,222.817810058594,110.263473510742,92.1408767700195
381,104,718.518798828125,204.600006103516,649.329345703125,0
280,86,653.069519042969,0,708.136535644531,47.2517318725586
382,151,172.159942626953,99.4972610473633,192.348495483398,0
404,147,0,0,165.395202636719,274.06005859375
67,72,118.093185424805,200.395889282227,0,314.224029541016
73,19,0,128.926025390625,175.196411132812,111.041572570801
105,78,216.267044067383,0,263.407196044922,290.59814453125
89,48,0,203.198623657227,194.798797607422,184.281753540039
97,29,42.6842842102051,70.0684967041016,0,153.568130493164
202,105,162.200271606445,22.4219169616699,53.9065856933594,549.301391601562
93,41,0,0,110.263473510742,171.287521362305
288,71,108.133522033691,0,102.912574768066,0
198,134,166.468704223633,253.64794921875,0,321.311767578125
60,18,0,0,30.6287422180176,327.218231201172
156,55,58.3351860046387,133.130142211914,648.104187011719,0
234,152,49.7983322143555,0,156.819168090820,350.844116210938
106,159,11.3824758529663,89.6876678466797,1.22514975070953,313.042724609375
133,192,322.977752685547,43.4424667358398,134.766464233398,289.416870117188
372,110,64.0264282226562,227.021911621094,0,244.527709960938
305,196,620.344909667969,245.239730834961,603.998779296875,328.399536132812
142,67,284.561889648438,0,122.514968872070,356.750579833984
60,50,0,0,20.8275451660156,258.703247070312
111,25,32.7246170043945,0,37.9796409606934,363.838348388672
122,26,56.9123764038086,0,101.687423706055,253.978057861328
277,127,709.98193359375,84.0821914672852,688.534118652344,0
67,26,12.8052854537964,43.4424667358398,0,327.218231201172
124,51,547.781616210938,308.301361083984,545.191589355469,212.632797241211
277,82,211.998611450195,61.6602745056152,37.9796409606934,378.013854980469
97,147,129.475662231445,133.130142211914,66.1580810546875,27.1697463989258
149,120,14.2280941009521,15.4150686264038,162.944915771484,362.657043457031
715,286,468.104309082031,376.968505859375,284.234741210938,304.773681640625
242,183,290.253143310547,287.280822753906,0,311.861419677734
537,254,352.856750488281,402.193145751953,0,365.019622802734
162,104,623.190551757812,308.301361083984,664.031127929688,217.357971191406
169,111,156.509033203125,241.035614013672,102.912574768066,311.861419677734
196,69,0,0,50.2311363220215,275.241333007812
71,9,0,0,39.2047920227051,290.59814453125
123,34,42.6842842102051,206.001373291016,196.023956298828,341.393768310547
529,452,579.083435058594,595.582214355469,545.191589355469,349.662811279297
574,152,71.1404724121094,298.491790771484,0,281.147796630859
85,39,45.5299034118652,267.661651611328,180.097000122070,0
228,303,365.662017822266,470.860260009766,306.287414550781,517.406494140625
177,83,0,224.219177246094,0,0
107,43,78.2545166015625,0,6.12574863433838,361.475738525391
143,69,0,264.858917236328,17.1520957946777,402.821014404297
98,53,199.193328857422,68.667121887207,36.7544898986816,298.867218017578
425,95,688.639770507812,238.232879638672,716.712585449219,360.294464111328
141,347,46.9527130126953,243.838363647461,183.7724609375,244.527709960938
322,186,303.058410644531,412.002746582031,105.362876892090,418.177825927734
170,115,221.958282470703,263.45751953125,79.6347274780273,288.235565185547
328,65,132.321273803711,169.565750122070,90.6610794067383,0
189,74,0,149.946578979492,203.374847412109,368.563507080078
140,178,0,210.205474853516,0,10.6316394805908
102,78,0,302.695892333984,33.0790405273438,219.720550537109
128,72,120.938804626465,21.0205478668213,0,172.468826293945
90,68,36.9930458068848,253.64794921875,120.064674377441,227.989608764648
522,235,405.500701904297,371.363006591797,93.1113739013672,304.773681640625
203,264,301.635620117188,406.397247314453,100.462272644043,347.300231933594
293,79,0,0,137.216766357422,608.366027832031
490,289,308.749664306641,382.573974609375,173.971252441406,327.218231201172
98,90,133.744094848633,61.6602745056152,186.222747802734,57.883373260498
62,21,88.2141876220703,109.306846618652,31.8538913726807,40.1639709472656
89,26,8.53685665130615,166.763015747070,205.825149536133,302.411071777344
60,10,167.891510009766,110.708221435547,0,0
180,82,88.2141876220703,692.276733398438,621.15087890625,770.203247070312
226,53,51.2211418151855,505.89453125,563.56884765625,570.564636230469
244,138,17.0737133026123,138.735610961914,99.2371292114258,339.031188964844
195,57,85.3685684204102,93.8917770385742,134.766464233398,172.468826293945
364,78,227.649505615234,140.136993408203,0,0
247,61,611.808044433594,0,553.767639160156,0
347,77,577.66064453125,140.136993408203,619.925720214844,179.556579589844
151,155,0,0,219.301803588867,0
142,25,138.012512207031,507.2958984375,501.086242675781,537.488464355469
278,174,128.052856445312,135.932876586914,60.0323371887207,251.615478515625
188,97,600.425598144531,106.504112243652,702.010803222656,168.924942016602
262,66,0,5.60547924041748,42.880241394043,98.0473403930664
104,18,55.4895706176758,0,0,227.989608764648
140,81,156.509033203125,0,189.898208618164,275.241333007812
116,34,110.979141235352,0,0,53.1581993103027
87,66,0,0,60.0323371887207,150.024246215820
117,24,0,103.701370239258,0,185.463043212891
183,230,216.267044067383,257.85205078125,170.295806884766,263.428405761719
199,59,28.4561882019043,0,139.667068481445,141.755203247070
137,39,129.475662231445,0,159.269454956055,209.088912963867
495,226,315.863708496094,329.321929931641,155.594009399414,126.398384094238
431,146,88.2141876220703,177.973968505859,0,630.810607910156
636,380,392.695404052734,641.827392578125,619.925720214844,850.531188964844
84,100,155.086227416992,0,0,310.680145263672
322,260,387.004180908203,325.117797851562,101.687423706055,365.019622802734
321,101,82.52294921875,0,209.500595092773,387.464202880859
104,79,0,137.334243774414,124.965270996094,314.224029541016
87,106,0,259.25341796875,117.614372253418,359.113159179688
148,153,0,0,37.9796409606934,292.960723876953
383,321,179.273986816406,0,328.340118408203,357.931884765625
64,228,51.2211418151855,0,22.0526943206787,211.451507568359
83,46,186.388046264648,60.258903503418,162.944915771484,292.960723876953
540,157,95.3282318115234,276.069854736328,22.0526943206787,353.206695556641
72,90,0,0,79.6347274780273,189.006927490234
434,82,153.663421630859,524.1123046875,629.726928710938,607.184753417969
66,77,0,0,232.778442382812,278.785217285156
117,61,206.307373046875,326.519165039062,0,355.569274902344
541,142,116.670372009277,280.273986816406,169.070663452148,279.966522216797
177,23,36.9930458068848,0,107.813171386719,326.036956787109
335,71,49.7983322143555,25.2246570587158,302.611968994141,263.428405761719
273,54,650.223937988281,186.382186889648,665.256286621094,192.550811767578
199,43,34.1474266052246,198.994522094727,0,296.504608154297
81,103,0,290.083557128906,80.859878540039,313.042724609375
186,295,258.951324462891,351.743835449219,218.076644897461,405.18359375
81,102,0,64.4630126953125,0,165.381057739258
247,85,142.280944824219,278.872589111328,53.9065856933594,314.224029541016
300,124,237.609176635742,147.143829345703,8.57604789733887,242.165130615234
60,25,1.42280948162079,0,150.693420410156,324.855651855469
293,154,72.5632858276367,252.24658203125,204.600006103516,407.546203613281
285,86,109.556327819824,156.953430175781,202.149703979492,166.562362670898
94,38,108.133522033691,35.0342483520508,124.965270996094,316.586608886719
177,92,0,606.793151855469,618.700622558594,691.056579589844
514,439,455.299011230469,465.254791259766,260.956878662109,421.721710205078
135,25,0,170.967117309570,39.2047920227051,331.943420410156
253,78,0,326.519165039062,123.740119934082,121.673210144043
85,114,379.89013671875,403.594512939453,209.500595092773,395.733245849609
390,119,180.696807861328,184.980819702148,202.149703979492,232.714782714844
66,18,0,0,109.038322448730,281.147796630859
233,57,580.506286621094,1.40136981010437,630.952087402344,66.1524276733398
121,84,0,49.0479469299316,0,292.960723876953
132,67,128.052856445312,175.171234130859,79.6347274780273,245.708999633789
86,48,0,269.063018798828,86.9856262207031,339.031188964844
479,244,157.931854248047,329.321929931641,225.427551269531,95.6847610473633
67,68,159.354660034180,124.721916198730,151.918563842773,297.685913085938
81,26,0,0,62.4826354980469,148.842956542969
98,76,96.7510452270508,184.980819702148,0,210.270202636719
307,81,197.7705078125,180.776718139648,99.2371292114258,0
289,111,167.891510009766,91.0890426635742,62.4826354980469,256.340637207031
156,117,143.703750610352,0,265.857482910156,23.6258659362793
110,137,0,74.2726058959961,0,170.106231689453
519,230,42.6842842102051,210.205474853516,29.4035930633545,0
295,106,0,81.2794494628906,100.462272644043,265.790985107422
484,130,648.801086425781,200.395889282227,539.065856933594,154.749420166016
165,71,54.0667610168457,103.701370239258,105.362876892090,0
501,156,752.666198730469,23.8232879638672,739.990417480469,0
65,53,42.6842842102051,184.980819702148,14.7017965316772,0
299,134,58.3351860046387,0,222.977249145508,530.400695800781
670,274,469.527130126953,290.083557128906,208.275451660156,152.386840820312
186,117,86.791374206543,23.8232879638672,68.608383178711,0
206,102,206.307373046875,82.6808242797852,128.640716552734,344.937652587891
453,101,731.324035644531,0,661.580810546875,0
158,235,388.426971435547,382.573974609375,278.108978271484,375.651275634766
137,49,631.727416992188,124.721916198730,732.639526367188,0
443,116,0,0,0,22.4445724487305
64,19,71.1404724121094,0,0,287.054260253906
101,151,274.602233886719,306.899993896484,121.289817810059,374.469970703125
142,38,62.6036148071289,0,0,291.779449462891
289,109,75.4089050292969,127.524658203125,156.819168090820,16.5381069183350
208,55,0,0,63.7077827453613,155.930709838867
215,71,675.83447265625,133.130142211914,739.990417480469,185.463043212891
81,62,176.428375244141,155.552047729492,164.170059204102,272.878753662109
274,119,0,0,113.938919067383,383.920318603516
190,46,12.8052854537964,0,74.734130859375,0
249,100,27.0333805084229,91.0890426635742,0,340.212463378906
140,68,109.556327819824,156.953430175781,176.421554565430,138.211318969727
467,150,778.276794433594,72.8712310791016,716.712585449219,263.428405761719
270,145,0,21.0205478668213,240.129348754883,249.252883911133
229,145,145.126571655273,0,0,264.609710693359
593,279,452.453399658203,400.791778564453,474.132934570312,334.305999755859
103,59,293.098754882812,217.212326049805,95.5616760253906,643.804870605469
69,34,0,0,0,180.737869262695
309,89,34.1474266052246,0,51.4562873840332,424.084289550781
110,46,0,0,0,311.861419677734
60,44,0,0,0,255.159347534180
334,124,267.488189697266,399.390411376953,297.711364746094,350.844116210938
278,159,79.6773300170898,271.865753173828,221.752090454102,519.76904296875
125,97,0,43.4424667358398,56.3568878173828,113.404159545898
514,149,199.193328857422,903.883544921875,580.720947265625,882.426086425781
98,42,11.3824758529663,215.810958862305,0,353.206695556641
472,207,0,273.267120361328,106.588020324707,237.439956665039
412,147,253.260086059570,218.613693237305,41.6550903320312,309.498840332031
78,50,76.8317108154297,0,36.7544898986816,362.657043457031
229,84,664.452026367188,110.708221435547,739.990417480469,0
377,96,214.844223022461,285.879455566406,0,232.714782714844
335,138,115.247566223145,316.709594726562,199.699401855469,276.422637939453
62,17,86.791374206543,43.4424667358398,186.222747802734,196.094680786133
73,60,146.549377441406,84.0821914672852,231.553298950195,360.294464111328
61,48,125.207229614258,224.219177246094,49.005989074707,235.077362060547
468,167,108.133522033691,63.0616455078125,122.514968872070,548.1201171875
93,19,0,242.436981201172,0,291.779449462891
203,120,193.502090454102,229.824661254883,25.7281436920166,350.844116210938
325,246,240.454803466797,400.791778564453,162.944915771484,401.639709472656
130,92,187.810852050781,311.104095458984,246.255096435547,252.796768188477
285,151,162.200271606445,32.2315063476562,2.45029950141907,347.300231933594
84,31,64.0264282226562,288.682189941406,80.859878540039,355.569274902344
179,241,0,249.443832397461,162.944915771484,281.147796630859
232,88,681.525756835938,130.327392578125,694.659851074219,111.041572570801
119,176,220.535461425781,420.410949707031,225.427551269531,453.616638183594
376,117,25.6105709075928,145.742462158203,100.462272644043,211.451507568359
130,59,91.0598068237305,271.865753173828,86.9856262207031,151.205535888672
306,176,175.005569458008,81.2794494628906,200.924545288086,197.275985717773
435,108,243.300415039062,162.558898925781,253.605987548828,334.305999755859
138,87,0,308.301361083984,692.209594726562,0
307,77,135.166900634766,133.130142211914,135.991622924805,302.411071777344
82,49,95.3282318115234,112.109588623047,60.0323371887207,289.416870117188
450,110,783.968017578125,148.545211791992,661.580810546875,183.100463867188
144,51,0,142.939727783203,133.541320800781,363.838348388672
321,180,135.166900634766,274.668487548828,267.082641601562,562.295593261719
101,43,113.824752807617,16.8164386749268,25.7281436920166,317.767883300781
216,96,0,92.4904098510742,0,249.252883911133
70,25,0,68.667121887207,31.8538913726807,0
370,52,41.261474609375,193.389038085938,0,60.2459602355957
183,67,120.938804626465,459.649322509766,580.720947265625,585.921447753906
213,101,55.4895706176758,11.2109584808350,749.791625976562,0
138,50,596.157165527344,0,586.8466796875,297.685913085938
80,22,35.5702362060547,0,257.281433105469,310.680145263672
140,96,0,0,241.3544921875,209.088912963867
346,147,91.0598068237305,501.690399169922,654.229919433594,837.536926269531
269,104,294.521545410156,229.824661254883,68.608383178711,335.4873046875
437,232,78.2545166015625,203.198623657227,49.005989074707,363.838348388672
288,117,712.827514648438,201.797256469727,580.720947265625,126.398384094238
62,111,223.381088256836,86.8849334716797,123.740119934082,320.130493164062
600,256,207.730178833008,140.136993408203,0,63.7898368835449
125,188,357.125183105469,404.995880126953,377.346099853516,180.737869262695
160,50,56.9123764038086,257.85205078125,133.541320800781,316.586608886719
487,385,455.299011230469,239.634246826172,177.646713256836,158.293304443359
74,22,0,0,95.5616760253906,93.3221740722656
527,157,115.247566223145,0,253.605987548828,205.545028686523
299,87,118.093185424805,0,166.620361328125,419.359130859375
74,104,2.84561896324158,64.4630126953125,192.348495483398,118.129333496094
348,69,7.11404705047607,320.913696289062,88.2107772827148,163.018478393555
87,66,0,0,0,166.562362670898
99,45,0,0,0,205.545028686523
103,134,240.454803466797,15.4150686264038,117.614372253418,229.1708984375
103,353,73.9860916137695,0,89.4359283447266,269.334869384766
74,35,0,33.6328773498535,37.9796409606934,303.592376708984
109,119,64.0264282226562,197.593154907227,0,327.218231201172
86,93,138.012512207031,42.0410957336426,189.898208618164,279.966522216797
